sentence|tone|rater_order|current_rating
What's that strange object you're holding in your hand?|angry|0|1
What's that strange object you're holding in your hand?|angry|1|1
What's that strange object you're holding in your hand?|angry|2|1
What's that strange object you're holding in your hand?|angry|3|1
What's that strange object you're holding in your hand?|angry|4|1
What's that strange object you're holding in your hand?|annoyed|0|2
What's that strange object you're holding in your hand?|annoyed|1|2
What's that strange object you're holding in your hand?|annoyed|2|1
What's that strange object you're holding in your hand?|annoyed|3|2
What's that strange object you're holding in your hand?|annoyed|4|2
What's that strange object you're holding in your hand?|anxious|0|2
What's that strange object you're holding in your hand?|anxious|1|2
What's that strange object you're holding in your hand?|anxious|2|2
What's that strange object you're holding in your hand?|anxious|3|2
What's that strange object you're holding in your hand?|anxious|4|2
What's that strange object you're holding in your hand?|apologetic|0|1
What's that strange object you're holding in your hand?|apologetic|1|1
What's that strange object you're holding in your hand?|apologetic|2|1
What's that strange object you're holding in your hand?|apologetic|3|1
What's that strange object you're holding in your hand?|apologetic|4|1
What's that strange object you're holding in your hand?|appreciative|0|1
What's that strange object you're holding in your hand?|appreciative|1|1
What's that strange object you're holding in your hand?|appreciative|2|1
What's that strange object you're holding in your hand?|appreciative|3|1
What's that strange object you're holding in your hand?|appreciative|4|1
What's that strange object you're holding in your hand?|concerned|0|3
What's that strange object you're holding in your hand?|concerned|1|2
What's that strange object you're holding in your hand?|concerned|2|3.5
What's that strange object you're holding in your hand?|concerned|3|3
What's that strange object you're holding in your hand?|concerned|4|3
What's that strange object you're holding in your hand?|confused|0|3.5
What's that strange object you're holding in your hand?|confused|1|3
What's that strange object you're holding in your hand?|confused|2|3
What's that strange object you're holding in your hand?|confused|3|3
What's that strange object you're holding in your hand?|confused|4|3
What's that strange object you're holding in your hand?|curious|0|5
What's that strange object you're holding in your hand?|curious|1|4
What's that strange object you're holding in your hand?|curious|2|5
What's that strange object you're holding in your hand?|curious|3|5
What's that strange object you're holding in your hand?|curious|4|5
What's that strange object you're holding in your hand?|defensive|0|1
What's that strange object you're holding in your hand?|defensive|1|1
What's that strange object you're holding in your hand?|defensive|2|1
What's that strange object you're holding in your hand?|defensive|3|1
What's that strange object you're holding in your hand?|defensive|4|1
What's that strange object you're holding in your hand?|descriptive|0|2
What's that strange object you're holding in your hand?|descriptive|1|2
What's that strange object you're holding in your hand?|descriptive|2|2
What's that strange object you're holding in your hand?|descriptive|3|3
What's that strange object you're holding in your hand?|descriptive|4|3
What's that strange object you're holding in your hand?|desperate|0|1
What's that strange object you're holding in your hand?|desperate|1|1
What's that strange object you're holding in your hand?|desperate|2|1
What's that strange object you're holding in your hand?|desperate|3|1
What's that strange object you're holding in your hand?|desperate|4|1
What's that strange object you're holding in your hand?|disappointed|0|1
What's that strange object you're holding in your hand?|disappointed|1|1
What's that strange object you're holding in your hand?|disappointed|2|1
What's that strange object you're holding in your hand?|disappointed|3|1
What's that strange object you're holding in your hand?|disappointed|4|1
What's that strange object you're holding in your hand?|encouraging|0|1
What's that strange object you're holding in your hand?|encouraging|1|1
What's that strange object you're holding in your hand?|encouraging|2|1
What's that strange object you're holding in your hand?|encouraging|3|1
What's that strange object you're holding in your hand?|encouraging|4|1
What's that strange object you're holding in your hand?|excited|0|1
What's that strange object you're holding in your hand?|excited|1|1
What's that strange object you're holding in your hand?|excited|2|2
What's that strange object you're holding in your hand?|excited|3|2
What's that strange object you're holding in your hand?|excited|4|2
What's that strange object you're holding in your hand?|friendly|0|2
What's that strange object you're holding in your hand?|friendly|1|2
What's that strange object you're holding in your hand?|friendly|2|2
What's that strange object you're holding in your hand?|friendly|3|2
What's that strange object you're holding in your hand?|friendly|4|2
What's that strange object you're holding in your hand?|frustrated|0|1
What's that strange object you're holding in your hand?|frustrated|1|1
What's that strange object you're holding in your hand?|frustrated|2|1
What's that strange object you're holding in your hand?|frustrated|3|1
What's that strange object you're holding in your hand?|frustrated|4|1
What's that strange object you're holding in your hand?|grateful|0|1
What's that strange object you're holding in your hand?|grateful|1|1
What's that strange object you're holding in your hand?|grateful|2|1
What's that strange object you're holding in your hand?|grateful|3|1
What's that strange object you're holding in your hand?|grateful|4|1
What's that strange object you're holding in your hand?|happy|0|1
What's that strange object you're holding in your hand?|happy|1|1
What's that strange object you're holding in your hand?|happy|2|1
What's that strange object you're holding in your hand?|happy|3|1
What's that strange object you're holding in your hand?|happy|4|1
What's that strange object you're holding in your hand?|indignant|0|1
What's that strange object you're holding in your hand?|indignant|1|1
What's that strange object you're holding in your hand?|indignant|2|1
What's that strange object you're holding in your hand?|indignant|3|1
What's that strange object you're holding in your hand?|indignant|4|1
What's that strange object you're holding in your hand?|irritated|0|2
What's that strange object you're holding in your hand?|irritated|1|2
What's that strange object you're holding in your hand?|irritated|2|1
What's that strange object you're holding in your hand?|irritated|3|2
What's that strange object you're holding in your hand?|irritated|4|2
What's that strange object you're holding in your hand?|joyful|0|1
What's that strange object you're holding in your hand?|joyful|1|1
What's that strange object you're holding in your hand?|joyful|2|1
What's that strange object you're holding in your hand?|joyful|3|1
What's that strange object you're holding in your hand?|joyful|4|1
What's that strange object you're holding in your hand?|nostalgic|0|1
What's that strange object you're holding in your hand?|nostalgic|1|1
What's that strange object you're holding in your hand?|nostalgic|2|1
What's that strange object you're holding in your hand?|nostalgic|3|1
What's that strange object you're holding in your hand?|nostalgic|4|1
What's that strange object you're holding in your hand?|pleased|0|1
What's that strange object you're holding in your hand?|pleased|1|1
What's that strange object you're holding in your hand?|pleased|2|1
What's that strange object you're holding in your hand?|pleased|3|1
What's that strange object you're holding in your hand?|pleased|4|1
What's that strange object you're holding in your hand?|proud|0|1
What's that strange object you're holding in your hand?|proud|1|1
What's that strange object you're holding in your hand?|proud|2|1
What's that strange object you're holding in your hand?|proud|3|1
What's that strange object you're holding in your hand?|proud|4|1
What's that strange object you're holding in your hand?|reassuring|0|1
What's that strange object you're holding in your hand?|reassuring|1|1
What's that strange object you're holding in your hand?|reassuring|2|1
What's that strange object you're holding in your hand?|reassuring|3|1
What's that strange object you're holding in your hand?|reassuring|4|1
What's that strange object you're holding in your hand?|reflective|0|1
What's that strange object you're holding in your hand?|reflective|1|1
What's that strange object you're holding in your hand?|reflective|2|1
What's that strange object you're holding in your hand?|reflective|3|1
What's that strange object you're holding in your hand?|reflective|4|1
What's that strange object you're holding in your hand?|relieved|0|1
What's that strange object you're holding in your hand?|relieved|1|1
What's that strange object you're holding in your hand?|relieved|2|1
What's that strange object you're holding in your hand?|relieved|3|1
What's that strange object you're holding in your hand?|relieved|4|1
What's that strange object you're holding in your hand?|resigned|0|1
What's that strange object you're holding in your hand?|resigned|1|1
What's that strange object you're holding in your hand?|resigned|2|1
What's that strange object you're holding in your hand?|resigned|3|1
What's that strange object you're holding in your hand?|resigned|4|1
What's that strange object you're holding in your hand?|sad|0|1
What's that strange object you're holding in your hand?|sad|1|1
What's that strange object you're holding in your hand?|sad|2|1
What's that strange object you're holding in your hand?|sad|3|1
What's that strange object you're holding in your hand?|sad|4|1
What's that strange object you're holding in your hand?|sarcastic|0|1
What's that strange object you're holding in your hand?|sarcastic|1|1
What's that strange object you're holding in your hand?|sarcastic|2|1
What's that strange object you're holding in your hand?|sarcastic|3|1
What's that strange object you're holding in your hand?|sarcastic|4|1
What's that strange object you're holding in your hand?|shocked|0|2
What's that strange object you're holding in your hand?|shocked|1|3
What's that strange object you're holding in your hand?|shocked|2|2
What's that strange object you're holding in your hand?|shocked|3|2
What's that strange object you're holding in your hand?|shocked|4|3
What's that strange object you're holding in your hand?|skeptical|0|3
What's that strange object you're holding in your hand?|skeptical|1|2
What's that strange object you're holding in your hand?|skeptical|2|3
What's that strange object you're holding in your hand?|skeptical|3|2
What's that strange object you're holding in your hand?|skeptical|4|3
What's that strange object you're holding in your hand?|surprised|0|4.5
What's that strange object you're holding in your hand?|surprised|1|4
What's that strange object you're holding in your hand?|surprised|2|4
What's that strange object you're holding in your hand?|surprised|3|4
What's that strange object you're holding in your hand?|surprised|4|4
What's that strange object you're holding in your hand?|sympathetic|0|1
What's that strange object you're holding in your hand?|sympathetic|1|1
What's that strange object you're holding in your hand?|sympathetic|2|1
What's that strange object you're holding in your hand?|sympathetic|3|1
What's that strange object you're holding in your hand?|sympathetic|4|1
What's that strange object you're holding in your hand?|thankful|0|1
What's that strange object you're holding in your hand?|thankful|1|1
What's that strange object you're holding in your hand?|thankful|2|1
What's that strange object you're holding in your hand?|thankful|3|1
What's that strange object you're holding in your hand?|thankful|4|1
What's that strange object you're holding in your hand?|uncertain|0|3
What's that strange object you're holding in your hand?|uncertain|1|3
What's that strange object you're holding in your hand?|uncertain|2|3
What's that strange object you're holding in your hand?|uncertain|3|4
What's that strange object you're holding in your hand?|uncertain|4|3
What's that strange object you're holding in your hand?|urgent|0|2
What's that strange object you're holding in your hand?|urgent|1|2
What's that strange object you're holding in your hand?|urgent|2|2
What's that strange object you're holding in your hand?|urgent|3|2
What's that strange object you're holding in your hand?|urgent|4|2
What's that strange object you're holding in your hand?|worried|0|3
What's that strange object you're holding in your hand?|worried|1|2
What's that strange object you're holding in your hand?|worried|2|2
What's that strange object you're holding in your hand?|worried|3|2
What's that strange object you're holding in your hand?|worried|4|2
What's the story behind this antique, it seems quite intriguing?|admiring|0|2
What's the story behind this antique, it seems quite intriguing?|admiring|1|2
What's the story behind this antique, it seems quite intriguing?|admiring|2|1
What's the story behind this antique, it seems quite intriguing?|admiring|3|2
What's the story behind this antique, it seems quite intriguing?|admiring|4|2
What's the story behind this antique, it seems quite intriguing?|affectionate|0|1
What's the story behind this antique, it seems quite intriguing?|affectionate|1|1
What's the story behind this antique, it seems quite intriguing?|affectionate|2|1
What's the story behind this antique, it seems quite intriguing?|affectionate|3|1
What's the story behind this antique, it seems quite intriguing?|affectionate|4|1
What's the story behind this antique, it seems quite intriguing?|angry|0|1
What's the story behind this antique, it seems quite intriguing?|angry|1|1
What's the story behind this antique, it seems quite intriguing?|angry|2|1
What's the story behind this antique, it seems quite intriguing?|angry|3|1
What's the story behind this antique, it seems quite intriguing?|angry|4|1
What's the story behind this antique, it seems quite intriguing?|annoyed|0|1
What's the story behind this antique, it seems quite intriguing?|annoyed|1|1
What's the story behind this antique, it seems quite intriguing?|annoyed|2|1
What's the story behind this antique, it seems quite intriguing?|annoyed|3|1
What's the story behind this antique, it seems quite intriguing?|annoyed|4|1
What's the story behind this antique, it seems quite intriguing?|anxious|0|1
What's the story behind this antique, it seems quite intriguing?|anxious|1|1
What's the story behind this antique, it seems quite intriguing?|anxious|2|1
What's the story behind this antique, it seems quite intriguing?|anxious|3|1
What's the story behind this antique, it seems quite intriguing?|anxious|4|1
What's the story behind this antique, it seems quite intriguing?|apologetic|0|1
What's the story behind this antique, it seems quite intriguing?|apologetic|1|1
What's the story behind this antique, it seems quite intriguing?|apologetic|2|1
What's the story behind this antique, it seems quite intriguing?|apologetic|3|1
What's the story behind this antique, it seems quite intriguing?|apologetic|4|1
What's the story behind this antique, it seems quite intriguing?|appreciative|0|1
What's the story behind this antique, it seems quite intriguing?|appreciative|1|2
What's the story behind this antique, it seems quite intriguing?|appreciative|2|1
What's the story behind this antique, it seems quite intriguing?|appreciative|3|1
What's the story behind this antique, it seems quite intriguing?|appreciative|4|2
What's the story behind this antique, it seems quite intriguing?|concerned|0|1
What's the story behind this antique, it seems quite intriguing?|concerned|1|1
What's the story behind this antique, it seems quite intriguing?|concerned|2|1
What's the story behind this antique, it seems quite intriguing?|concerned|3|1
What's the story behind this antique, it seems quite intriguing?|concerned|4|1
What's the story behind this antique, it seems quite intriguing?|confused|0|1
What's the story behind this antique, it seems quite intriguing?|confused|1|1
What's the story behind this antique, it seems quite intriguing?|confused|2|1
What's the story behind this antique, it seems quite intriguing?|confused|3|1
What's the story behind this antique, it seems quite intriguing?|confused|4|1
What's the story behind this antique, it seems quite intriguing?|curious|0|5
What's the story behind this antique, it seems quite intriguing?|curious|1|4
What's the story behind this antique, it seems quite intriguing?|curious|2|5
What's the story behind this antique, it seems quite intriguing?|curious|3|5
What's the story behind this antique, it seems quite intriguing?|curious|4|5
What's the story behind this antique, it seems quite intriguing?|defensive|0|1
What's the story behind this antique, it seems quite intriguing?|defensive|1|1
What's the story behind this antique, it seems quite intriguing?|defensive|2|1
What's the story behind this antique, it seems quite intriguing?|defensive|3|1
What's the story behind this antique, it seems quite intriguing?|defensive|4|1
What's the story behind this antique, it seems quite intriguing?|descriptive|0|4
What's the story behind this antique, it seems quite intriguing?|descriptive|1|4
What's the story behind this antique, it seems quite intriguing?|descriptive|2|4
What's the story behind this antique, it seems quite intriguing?|descriptive|3|4
What's the story behind this antique, it seems quite intriguing?|descriptive|4|4
What's the story behind this antique, it seems quite intriguing?|desperate|0|1
What's the story behind this antique, it seems quite intriguing?|desperate|1|1
What's the story behind this antique, it seems quite intriguing?|desperate|2|1
What's the story behind this antique, it seems quite intriguing?|desperate|3|1
What's the story behind this antique, it seems quite intriguing?|desperate|4|1
What's the story behind this antique, it seems quite intriguing?|disappointed|0|1
What's the story behind this antique, it seems quite intriguing?|disappointed|1|1
What's the story behind this antique, it seems quite intriguing?|disappointed|2|1
What's the story behind this antique, it seems quite intriguing?|disappointed|3|1
What's the story behind this antique, it seems quite intriguing?|disappointed|4|1
What's the story behind this antique, it seems quite intriguing?|encouraging|0|2
What's the story behind this antique, it seems quite intriguing?|encouraging|1|1
What's the story behind this antique, it seems quite intriguing?|encouraging|2|1
What's the story behind this antique, it seems quite intriguing?|encouraging|3|1
What's the story behind this antique, it seems quite intriguing?|encouraging|4|2
What's the story behind this antique, it seems quite intriguing?|excited|0|3
What's the story behind this antique, it seems quite intriguing?|excited|1|2
What's the story behind this antique, it seems quite intriguing?|excited|2|2
What's the story behind this antique, it seems quite intriguing?|excited|3|2
What's the story behind this antique, it seems quite intriguing?|excited|4|2
What's the story behind this antique, it seems quite intriguing?|friendly|0|3
What's the story behind this antique, it seems quite intriguing?|friendly|1|3.5
What's the story behind this antique, it seems quite intriguing?|friendly|2|3
What's the story behind this antique, it seems quite intriguing?|friendly|3|3
What's the story behind this antique, it seems quite intriguing?|friendly|4|3
What's the story behind this antique, it seems quite intriguing?|frustrated|0|1
What's the story behind this antique, it seems quite intriguing?|frustrated|1|1
What's the story behind this antique, it seems quite intriguing?|frustrated|2|1
What's the story behind this antique, it seems quite intriguing?|frustrated|3|1
What's the story behind this antique, it seems quite intriguing?|frustrated|4|1
What's the story behind this antique, it seems quite intriguing?|grateful|0|1
What's the story behind this antique, it seems quite intriguing?|grateful|1|1
What's the story behind this antique, it seems quite intriguing?|grateful|2|1
What's the story behind this antique, it seems quite intriguing?|grateful|3|1
What's the story behind this antique, it seems quite intriguing?|grateful|4|1
What's the story behind this antique, it seems quite intriguing?|happy|0|1
What's the story behind this antique, it seems quite intriguing?|happy|1|1
What's the story behind this antique, it seems quite intriguing?|happy|2|2
What's the story behind this antique, it seems quite intriguing?|happy|3|1
What's the story behind this antique, it seems quite intriguing?|happy|4|1
What's the story behind this antique, it seems quite intriguing?|indignant|0|1
What's the story behind this antique, it seems quite intriguing?|indignant|1|1
What's the story behind this antique, it seems quite intriguing?|indignant|2|1
What's the story behind this antique, it seems quite intriguing?|indignant|3|1
What's the story behind this antique, it seems quite intriguing?|indignant|4|1
What's the story behind this antique, it seems quite intriguing?|irritated|0|1
What's the story behind this antique, it seems quite intriguing?|irritated|1|1
What's the story behind this antique, it seems quite intriguing?|irritated|2|1
What's the story behind this antique, it seems quite intriguing?|irritated|3|1
What's the story behind this antique, it seems quite intriguing?|irritated|4|1
What's the story behind this antique, it seems quite intriguing?|joyful|0|1
What's the story behind this antique, it seems quite intriguing?|joyful|1|1
What's the story behind this antique, it seems quite intriguing?|joyful|2|1
What's the story behind this antique, it seems quite intriguing?|joyful|3|1
What's the story behind this antique, it seems quite intriguing?|joyful|4|1
What's the story behind this antique, it seems quite intriguing?|nostalgic|0|2
What's the story behind this antique, it seems quite intriguing?|nostalgic|1|2
What's the story behind this antique, it seems quite intriguing?|nostalgic|2|2
What's the story behind this antique, it seems quite intriguing?|nostalgic|3|2
What's the story behind this antique, it seems quite intriguing?|nostalgic|4|3
What's the story behind this antique, it seems quite intriguing?|pleased|0|2
What's the story behind this antique, it seems quite intriguing?|pleased|1|2
What's the story behind this antique, it seems quite intriguing?|pleased|2|2
What's the story behind this antique, it seems quite intriguing?|pleased|3|2
What's the story behind this antique, it seems quite intriguing?|pleased|4|2
What's the story behind this antique, it seems quite intriguing?|proud|0|1
What's the story behind this antique, it seems quite intriguing?|proud|1|1
What's the story behind this antique, it seems quite intriguing?|proud|2|1
What's the story behind this antique, it seems quite intriguing?|proud|3|1
What's the story behind this antique, it seems quite intriguing?|proud|4|1
What's the story behind this antique, it seems quite intriguing?|reassuring|0|1
What's the story behind this antique, it seems quite intriguing?|reassuring|1|1
What's the story behind this antique, it seems quite intriguing?|reassuring|2|1
What's the story behind this antique, it seems quite intriguing?|reassuring|3|1
What's the story behind this antique, it seems quite intriguing?|reassuring|4|1
What's the story behind this antique, it seems quite intriguing?|reflective|0|4
What's the story behind this antique, it seems quite intriguing?|reflective|1|3
What's the story behind this antique, it seems quite intriguing?|reflective|2|3
What's the story behind this antique, it seems quite intriguing?|reflective|3|3
What's the story behind this antique, it seems quite intriguing?|reflective|4|4
What's the story behind this antique, it seems quite intriguing?|relieved|0|1
What's the story behind this antique, it seems quite intriguing?|relieved|1|1
What's the story behind this antique, it seems quite intriguing?|relieved|2|1
What's the story behind this antique, it seems quite intriguing?|relieved|3|1
What's the story behind this antique, it seems quite intriguing?|relieved|4|1
What's the story behind this antique, it seems quite intriguing?|resigned|0|1
What's the story behind this antique, it seems quite intriguing?|resigned|1|1
What's the story behind this antique, it seems quite intriguing?|resigned|2|1
What's the story behind this antique, it seems quite intriguing?|resigned|3|1
What's the story behind this antique, it seems quite intriguing?|resigned|4|1
What's the story behind this antique, it seems quite intriguing?|sad|0|1
What's the story behind this antique, it seems quite intriguing?|sad|1|1
What's the story behind this antique, it seems quite intriguing?|sad|2|1
What's the story behind this antique, it seems quite intriguing?|sad|3|1
What's the story behind this antique, it seems quite intriguing?|sad|4|1
What's the story behind this antique, it seems quite intriguing?|sarcastic|0|1
What's the story behind this antique, it seems quite intriguing?|sarcastic|1|1
What's the story behind this antique, it seems quite intriguing?|sarcastic|2|1
What's the story behind this antique, it seems quite intriguing?|sarcastic|3|1
What's the story behind this antique, it seems quite intriguing?|sarcastic|4|1
What's the story behind this antique, it seems quite intriguing?|shocked|0|1
What's the story behind this antique, it seems quite intriguing?|shocked|1|2
What's the story behind this antique, it seems quite intriguing?|shocked|2|2
What's the story behind this antique, it seems quite intriguing?|shocked|3|1
What's the story behind this antique, it seems quite intriguing?|shocked|4|1
What's the story behind this antique, it seems quite intriguing?|skeptical|0|2
What's the story behind this antique, it seems quite intriguing?|skeptical|1|2
What's the story behind this antique, it seems quite intriguing?|skeptical|2|1
What's the story behind this antique, it seems quite intriguing?|skeptical|3|2
What's the story behind this antique, it seems quite intriguing?|skeptical|4|2
What's the story behind this antique, it seems quite intriguing?|surprised|0|4
What's the story behind this antique, it seems quite intriguing?|surprised|1|3.5
What's the story behind this antique, it seems quite intriguing?|surprised|2|3
What's the story behind this antique, it seems quite intriguing?|surprised|3|3
What's the story behind this antique, it seems quite intriguing?|surprised|4|3
What's the story behind this antique, it seems quite intriguing?|sympathetic|0|1
What's the story behind this antique, it seems quite intriguing?|sympathetic|1|1
What's the story behind this antique, it seems quite intriguing?|sympathetic|2|1
What's the story behind this antique, it seems quite intriguing?|sympathetic|3|1
What's the story behind this antique, it seems quite intriguing?|sympathetic|4|1
What's the story behind this antique, it seems quite intriguing?|thankful|0|1
What's the story behind this antique, it seems quite intriguing?|thankful|1|1
What's the story behind this antique, it seems quite intriguing?|thankful|2|1
What's the story behind this antique, it seems quite intriguing?|thankful|3|1
What's the story behind this antique, it seems quite intriguing?|thankful|4|1
What's the story behind this antique, it seems quite intriguing?|uncertain|0|3.5
What's the story behind this antique, it seems quite intriguing?|uncertain|1|3
What's the story behind this antique, it seems quite intriguing?|uncertain|2|2
What's the story behind this antique, it seems quite intriguing?|uncertain|3|3
What's the story behind this antique, it seems quite intriguing?|uncertain|4|2
What's the story behind this antique, it seems quite intriguing?|urgent|0|1
What's the story behind this antique, it seems quite intriguing?|urgent|1|1
What's the story behind this antique, it seems quite intriguing?|urgent|2|1
What's the story behind this antique, it seems quite intriguing?|urgent|3|1
What's the story behind this antique, it seems quite intriguing?|urgent|4|1
What's the story behind this antique, it seems quite intriguing?|worried|0|1
What's the story behind this antique, it seems quite intriguing?|worried|1|1
What's the story behind this antique, it seems quite intriguing?|worried|2|1
What's the story behind this antique, it seems quite intriguing?|worried|3|1
What's the story behind this antique, it seems quite intriguing?|worried|4|1
Why are you so hostile to me?|admiring|0|1
Why are you so hostile to me?|admiring|1|1
Why are you so hostile to me?|admiring|2|1
Why are you so hostile to me?|admiring|3|1
Why are you so hostile to me?|admiring|4|1
Why are you so hostile to me?|affectionate|0|1
Why are you so hostile to me?|affectionate|1|1
Why are you so hostile to me?|affectionate|2|1
Why are you so hostile to me?|affectionate|3|1
Why are you so hostile to me?|affectionate|4|1
Why are you so hostile to me?|angry|0|3.5
Why are you so hostile to me?|angry|1|3.5
Why are you so hostile to me?|angry|2|3.5
Why are you so hostile to me?|angry|3|4
Why are you so hostile to me?|angry|4|3.5
Why are you so hostile to me?|annoyed|0|4
Why are you so hostile to me?|annoyed|1|4
Why are you so hostile to me?|annoyed|2|3
Why are you so hostile to me?|annoyed|3|4
Why are you so hostile to me?|annoyed|4|5
Why are you so hostile to me?|anxious|0|1
Why are you so hostile to me?|anxious|1|2
Why are you so hostile to me?|anxious|2|2
Why are you so hostile to me?|anxious|3|2
Why are you so hostile to me?|anxious|4|1
Why are you so hostile to me?|apologetic|0|1
Why are you so hostile to me?|apologetic|1|1
Why are you so hostile to me?|apologetic|2|1
Why are you so hostile to me?|apologetic|3|1
Why are you so hostile to me?|apologetic|4|1
Why are you so hostile to me?|appreciative|0|1
Why are you so hostile to me?|appreciative|1|1
Why are you so hostile to me?|appreciative|2|1
Why are you so hostile to me?|appreciative|3|1
Why are you so hostile to me?|appreciative|4|1
Why are you so hostile to me?|concerned|0|3.5
Why are you so hostile to me?|concerned|1|3.5
Why are you so hostile to me?|concerned|2|4
Why are you so hostile to me?|concerned|3|3.5
Why are you so hostile to me?|concerned|4|5
Why are you so hostile to me?|confused|0|2
Why are you so hostile to me?|confused|1|2
Why are you so hostile to me?|confused|2|3
Why are you so hostile to me?|confused|3|3
Why are you so hostile to me?|confused|4|2
Why are you so hostile to me?|curious|0|4
Why are you so hostile to me?|curious|1|4
Why are you so hostile to me?|curious|2|4
Why are you so hostile to me?|curious|3|4
Why are you so hostile to me?|curious|4|4
Why are you so hostile to me?|defensive|0|4
Why are you so hostile to me?|defensive|1|3.5
Why are you so hostile to me?|defensive|2|4
Why are you so hostile to me?|defensive|3|5
Why are you so hostile to me?|defensive|4|4.5
Why are you so hostile to me?|descriptive|0|1
Why are you so hostile to me?|descriptive|1|1
Why are you so hostile to me?|descriptive|2|1
Why are you so hostile to me?|descriptive|3|1
Why are you so hostile to me?|descriptive|4|1
Why are you so hostile to me?|desperate|0|2
Why are you so hostile to me?|desperate|1|2
Why are you so hostile to me?|desperate|2|2
Why are you so hostile to me?|desperate|3|3
Why are you so hostile to me?|desperate|4|3.5
Why are you so hostile to me?|disappointed|0|2
Why are you so hostile to me?|disappointed|1|2
Why are you so hostile to me?|disappointed|2|3
Why are you so hostile to me?|disappointed|3|2
Why are you so hostile to me?|disappointed|4|2
Why are you so hostile to me?|encouraging|0|1
Why are you so hostile to me?|encouraging|1|1
Why are you so hostile to me?|encouraging|2|1
Why are you so hostile to me?|encouraging|3|1
Why are you so hostile to me?|encouraging|4|1
Why are you so hostile to me?|excited|0|1
Why are you so hostile to me?|excited|1|1
Why are you so hostile to me?|excited|2|1
Why are you so hostile to me?|excited|3|1
Why are you so hostile to me?|excited|4|1
Why are you so hostile to me?|friendly|0|1
Why are you so hostile to me?|friendly|1|1
Why are you so hostile to me?|friendly|2|1
Why are you so hostile to me?|friendly|3|1
Why are you so hostile to me?|friendly|4|1
Why are you so hostile to me?|frustrated|0|4
Why are you so hostile to me?|frustrated|1|3
Why are you so hostile to me?|frustrated|2|3.5
Why are you so hostile to me?|frustrated|3|4
Why are you so hostile to me?|frustrated|4|4
Why are you so hostile to me?|grateful|0|1
Why are you so hostile to me?|grateful|1|1
Why are you so hostile to me?|grateful|2|1
Why are you so hostile to me?|grateful|3|1
Why are you so hostile to me?|grateful|4|1
Why are you so hostile to me?|happy|0|1
Why are you so hostile to me?|happy|1|1
Why are you so hostile to me?|happy|2|1
Why are you so hostile to me?|happy|3|1
Why are you so hostile to me?|happy|4|1
Why are you so hostile to me?|indignant|0|4
Why are you so hostile to me?|indignant|1|4
Why are you so hostile to me?|indignant|2|4
Why are you so hostile to me?|indignant|3|4
Why are you so hostile to me?|indignant|4|4
Why are you so hostile to me?|irritated|0|4
Why are you so hostile to me?|irritated|1|4
Why are you so hostile to me?|irritated|2|4
Why are you so hostile to me?|irritated|3|4
Why are you so hostile to me?|irritated|4|4
Why are you so hostile to me?|joyful|0|1
Why are you so hostile to me?|joyful|1|1
Why are you so hostile to me?|joyful|2|1
Why are you so hostile to me?|joyful|3|1
Why are you so hostile to me?|joyful|4|1
Why are you so hostile to me?|nostalgic|0|1
Why are you so hostile to me?|nostalgic|1|1
Why are you so hostile to me?|nostalgic|2|1
Why are you so hostile to me?|nostalgic|3|1
Why are you so hostile to me?|nostalgic|4|1
Why are you so hostile to me?|pleased|0|1
Why are you so hostile to me?|pleased|1|1
Why are you so hostile to me?|pleased|2|1
Why are you so hostile to me?|pleased|3|1
Why are you so hostile to me?|pleased|4|1
Why are you so hostile to me?|proud|0|1
Why are you so hostile to me?|proud|1|1
Why are you so hostile to me?|proud|2|1
Why are you so hostile to me?|proud|3|1
Why are you so hostile to me?|proud|4|1
Why are you so hostile to me?|reassuring|0|1
Why are you so hostile to me?|reassuring|1|1
Why are you so hostile to me?|reassuring|2|1
Why are you so hostile to me?|reassuring|3|1
Why are you so hostile to me?|reassuring|4|1
Why are you so hostile to me?|reflective|0|1
Why are you so hostile to me?|reflective|1|1
Why are you so hostile to me?|reflective|2|1
Why are you so hostile to me?|reflective|3|1
Why are you so hostile to me?|reflective|4|1
Why are you so hostile to me?|relieved|0|1
Why are you so hostile to me?|relieved|1|1
Why are you so hostile to me?|relieved|2|1
Why are you so hostile to me?|relieved|3|1
Why are you so hostile to me?|relieved|4|1
Why are you so hostile to me?|resigned|0|2
Why are you so hostile to me?|resigned|1|2
Why are you so hostile to me?|resigned|2|1
Why are you so hostile to me?|resigned|3|2
Why are you so hostile to me?|resigned|4|2
Why are you so hostile to me?|sad|0|1
Why are you so hostile to me?|sad|1|1
Why are you so hostile to me?|sad|2|1
Why are you so hostile to me?|sad|3|1
Why are you so hostile to me?|sad|4|1
Why are you so hostile to me?|sarcastic|0|1
Why are you so hostile to me?|sarcastic|1|1
Why are you so hostile to me?|sarcastic|2|1
Why are you so hostile to me?|sarcastic|3|1
Why are you so hostile to me?|sarcastic|4|1
Why are you so hostile to me?|shocked|0|2
Why are you so hostile to me?|shocked|1|3
Why are you so hostile to me?|shocked|2|3
Why are you so hostile to me?|shocked|3|3
Why are you so hostile to me?|shocked|4|3.5
Why are you so hostile to me?|skeptical|0|2
Why are you so hostile to me?|skeptical|1|1
Why are you so hostile to me?|skeptical|2|1
Why are you so hostile to me?|skeptical|3|1
Why are you so hostile to me?|skeptical|4|2
Why are you so hostile to me?|surprised|0|2
Why are you so hostile to me?|surprised|1|2
Why are you so hostile to me?|surprised|2|1
