_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,word_1,word_2,idx_1,idx_2,order
{},False,{},3182,2023-12-16 00:21:25,False,,,EvaluationTrial,209,209,True,209,62,58,evaluations,"{""id"": 208, ""word_1"": ""apologetic"", ""word_2"": ""nostalgic"", ""idx_1"": 5, ""idx_2"": 23, ""order"": 0}",True,False,,0.0,,1,True,3534.0,,,1.478,288.5,295.0,6.5,0,default,EvaluationTrial,Info,apologetic,nostalgic,5,23,0
{},False,{},3183,2023-12-16 00:21:25,False,,,EvaluationTrial,35,35,True,35,61,56,evaluations,"{""id"": 34, ""word_1"": ""admiring"", ""word_2"": ""surprised"", ""idx_1"": 0, ""idx_2"": 34, ""order"": 1}",True,False,,0.0,,2,True,3540.0,,,6.952,223.5,230.0,6.5,0,default,EvaluationTrial,Info,admiring,surprised,0,34,1
{},False,{},3184,2023-12-16 00:21:26,False,,,EvaluationTrial,442,442,True,442,63,57,evaluations,"{""id"": 441, ""word_1"": ""desperate"", ""word_2"": ""worried"", ""idx_1"": 12, ""idx_2"": 39, ""order"": 0}",True,False,,0.0,,5,True,3539.0,,,7.367,171.5,178.0,6.5,0,default,EvaluationTrial,Info,desperate,worried,12,39,0
{},False,{},3185,2023-12-16 00:21:27,False,,,EvaluationTrial,428,428,True,428,64,59,evaluations,"{""id"": 427, ""word_1"": ""desperate"", ""word_2"": ""proud"", ""idx_1"": 12, ""idx_2"": 25, ""order"": 0}",True,False,,0.0,,1,True,3535.0,,,1.203,184.5,191.0,6.5,0,default,EvaluationTrial,Info,desperate,proud,12,25,0
{},False,{},3186,2023-12-16 00:21:28,False,,,EvaluationTrial,68,68,True,68,62,58,evaluations,"{""id"": 67, ""word_1"": ""affectionate"", ""word_2"": ""relieved"", ""idx_1"": 1, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,1,True,3536.0,,,2.06,295.0,301.5,6.5,0,default,EvaluationTrial,Info,affectionate,relieved,1,28,0
{},False,{},3187,2023-12-16 00:21:30,False,,,EvaluationTrial,363,363,True,363,64,59,evaluations,"{""id"": 362, ""word_1"": ""defensive"", ""word_2"": ""frustrated"", ""idx_1"": 10, ""idx_2"": 17, ""order"": 1}",True,False,,0.0,,4,True,3538.0,,,2.87,191.0,197.5,6.5,0,default,EvaluationTrial,Info,defensive,frustrated,10,17,1
{},False,{},3188,2023-12-16 00:21:32,False,,,EvaluationTrial,222,222,True,222,62,58,evaluations,"{""id"": 221, ""word_1"": ""apologetic"", ""word_2"": ""thankful"", ""idx_1"": 5, ""idx_2"": 36, ""order"": 0}",True,False,,0.0,,1,True,3541.0,,,2.382,301.5,308.0,6.5,0,default,EvaluationTrial,Info,apologetic,thankful,5,36,0
{},False,{},3189,2023-12-16 00:21:34,False,,,EvaluationTrial,324,324,True,324,64,59,evaluations,"{""id"": 323, ""word_1"": ""confused"", ""word_2"": ""worried"", ""idx_1"": 8, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,4,True,3542.0,,,1.872,197.5,204.0,6.5,0,default,EvaluationTrial,Info,confused,worried,8,39,1
{},False,{},3190,2023-12-16 00:21:36,False,,,EvaluationTrial,262,262,True,262,63,57,evaluations,"{""id"": 261, ""word_1"": ""concerned"", ""word_2"": ""curious"", ""idx_1"": 7, ""idx_2"": 9, ""order"": 1}",True,False,,0.0,,4,True,3556.0,,,17.875,178.0,184.5,6.5,0,default,EvaluationTrial,Info,concerned,curious,7,9,1
{},False,{},3191,2023-12-16 00:21:36,False,,,EvaluationTrial,24,24,True,24,61,56,evaluations,"{""id"": 23, ""word_1"": ""admiring"", ""word_2"": ""nostalgic"", ""idx_1"": 0, ""idx_2"": 23, ""order"": 1}",True,False,,0.0,,4,True,3546.0,,,3.644,230.0,236.5,6.5,0,default,EvaluationTrial,Info,admiring,nostalgic,0,23,1
{},False,{},3192,2023-12-16 00:21:37,False,,,EvaluationTrial,213,213,True,213,62,58,evaluations,"{""id"": 212, ""word_1"": ""apologetic"", ""word_2"": ""reflective"", ""idx_1"": 5, ""idx_2"": 27, ""order"": 0}",True,False,,0.0,,1,True,3543.0,,,1.771,308.0,314.5,6.5,0,default,EvaluationTrial,Info,apologetic,reflective,5,27,0
{},False,{},3193,2023-12-16 00:21:39,False,,,EvaluationTrial,719,719,True,719,64,59,evaluations,"{""id"": 718, ""word_1"": ""reassuring"", ""word_2"": ""resigned"", ""idx_1"": 26, ""idx_2"": 29, ""order"": 1}",True,False,,0.0,,4,True,3545.0,,,2.842,204.0,210.5,6.5,0,default,EvaluationTrial,Info,reassuring,resigned,26,29,1
{},False,{},3194,2023-12-16 00:21:40,False,,,EvaluationTrial,242,242,True,242,62,58,evaluations,"{""id"": 241, ""word_1"": ""appreciative"", ""word_2"": ""joyful"", ""idx_1"": 6, ""idx_2"": 22, ""order"": 1}",True,False,,0.0,,4,True,3547.0,,,3.07,314.5,321.0,6.5,0,default,EvaluationTrial,Info,appreciative,joyful,6,22,1
{},False,{},3195,2023-12-16 00:21:43,False,,,EvaluationTrial,477,477,True,477,56,52,evaluations,"{""id"": 476, ""word_1"": ""encouraging"", ""word_2"": ""irritated"", ""idx_1"": 14, ""idx_2"": 21, ""order"": 1}",True,False,,0.0,,1,True,3549.0,,,1.111,347.0,353.5,6.5,0,default,EvaluationTrial,Info,encouraging,irritated,14,21,1
{},False,{},3196,2023-12-16 00:21:43,False,,,EvaluationTrial,106,106,True,106,64,59,evaluations,"{""id"": 105, ""word_1"": ""angry"", ""word_2"": ""relieved"", ""idx_1"": 2, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,1,True,3548.0,,,1.792,210.5,217.0,6.5,0,default,EvaluationTrial,Info,angry,relieved,2,28,0
{},False,{},3197,2023-12-16 00:21:45,False,,,EvaluationTrial,602,602,True,602,61,56,evaluations,"{""id"": 601, ""word_1"": ""happy"", ""word_2"": ""sarcastic"", ""idx_1"": 19, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,1,True,3550.0,,,1.532,236.5,243.0,6.5,0,default,EvaluationTrial,Info,happy,sarcastic,19,31,0
{},False,{},3198,2023-12-16 00:21:45,False,,,EvaluationTrial,474,474,True,474,62,58,evaluations,"{""id"": 473, ""word_1"": ""encouraging"", ""word_2"": ""grateful"", ""idx_1"": 14, ""idx_2"": 18, ""order"": 1}",True,False,,0.0,,1,True,3552.0,,,3.881,321.0,327.5,6.5,0,default,EvaluationTrial,Info,encouraging,grateful,14,18,1
{},False,{},3199,2023-12-16 00:21:47,False,,,EvaluationTrial,274,274,True,274,64,59,evaluations,"{""id"": 273, ""word_1"": ""concerned"", ""word_2"": ""irritated"", ""idx_1"": 7, ""idx_2"": 21, ""order"": 1}",True,False,,0.0,,4,True,3551.0,,,2.332,217.0,223.5,6.5,0,default,EvaluationTrial,Info,concerned,irritated,7,21,1
{},False,{},3200,2023-12-16 00:21:47,False,,,EvaluationTrial,694,694,True,694,56,52,evaluations,"{""id"": 693, ""word_1"": ""pleased"", ""word_2"": ""skeptical"", ""idx_1"": 24, ""idx_2"": 33, ""order"": 0}",True,False,,0.0,,1,True,3563.0,,,16.481,353.5,360.0,6.5,0,default,EvaluationTrial,Info,pleased,skeptical,24,33,0
{},False,{},3201,2023-12-16 00:21:50,False,,,EvaluationTrial,256,256,True,256,61,56,evaluations,"{""id"": 255, ""word_1"": ""appreciative"", ""word_2"": ""thankful"", ""idx_1"": 6, ""idx_2"": 36, ""order"": 1}",True,False,,0.0,,5,True,3565.0,,,12.18,243.0,249.5,6.5,0,default,EvaluationTrial,Info,appreciative,thankful,6,36,1
{},False,{},3202,2023-12-16 00:21:51,False,,,EvaluationTrial,764,764,True,764,64,59,evaluations,"{""id"": 763, ""word_1"": ""resigned"", ""word_2"": ""urgent"", ""idx_1"": 29, ""idx_2"": 38, ""order"": 0}",True,False,,0.0,,2,True,3555.0,,,3.203,223.5,230.0,6.5,0,default,EvaluationTrial,Info,resigned,urgent,29,38,0
{},False,{},3203,2023-12-16 00:21:51,False,,,EvaluationTrial,613,613,True,613,62,58,evaluations,"{""id"": 612, ""word_1"": ""indignant"", ""word_2"": ""joyful"", ""idx_1"": 20, ""idx_2"": 22, ""order"": 1}",True,False,,0.0,,1,True,3553.0,,,1.275,327.5,334.0,6.5,0,default,EvaluationTrial,Info,indignant,joyful,20,22,1
{},False,{},3204,2023-12-16 00:21:54,False,,,EvaluationTrial,716,716,True,716,62,58,evaluations,"{""id"": 715, ""word_1"": ""reassuring"", ""word_2"": ""reassuring"", ""idx_1"": 26, ""idx_2"": 26, ""order"": 0}",True,False,,0.0,,5,True,3557.0,,,2.058,334.0,340.5,6.5,0,default,EvaluationTrial,Info,reassuring,reassuring,26,26,0
{},False,{},3205,2023-12-16 00:21:55,False,,,EvaluationTrial,89,89,True,89,42,42,evaluations,"{""id"": 88, ""word_1"": ""angry"", ""word_2"": ""descriptive"", ""idx_1"": 2, ""idx_2"": 11, ""order"": 0}",True,False,,0.0,,1,True,3558.0,,,1.415,269.0,275.5,6.5,0,default,EvaluationTrial,Info,angry,descriptive,2,11,0
{},False,{},3206,2023-12-16 00:21:56,False,,,EvaluationTrial,524,524,True,524,64,59,evaluations,"{""id"": 523, ""word_1"": ""friendly"", ""word_2"": ""happy"", ""idx_1"": 16, ""idx_2"": 19, ""order"": 1}",True,False,,0.0,,4,True,3559.0,,,2.885,230.0,236.5,6.5,0,default,EvaluationTrial,Info,friendly,happy,16,19,1
{},False,{},3207,2023-12-16 00:21:56,False,,,EvaluationTrial,622,622,True,622,63,57,evaluations,"{""id"": 621, ""word_1"": ""indignant"", ""word_2"": ""sarcastic"", ""idx_1"": 20, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,5,True,3571.0,,,13.382,184.5,191.0,6.5,0,default,EvaluationTrial,Info,indignant,sarcastic,20,31,0
{},False,{},3208,2023-12-16 00:21:58,False,,,EvaluationTrial,720,720,True,720,62,58,evaluations,"{""id"": 719, ""word_1"": ""reassuring"", ""word_2"": ""sad"", ""idx_1"": 26, ""idx_2"": 30, ""order"": 1}",True,False,,0.0,,1,True,3560.0,,,1.816,340.5,347.0,6.5,0,default,EvaluationTrial,Info,reassuring,sad,26,30,1
{},False,{},3209,2023-12-16 00:22:00,False,,,EvaluationTrial,758,758,True,758,42,42,evaluations,"{""id"": 757, ""word_1"": ""resigned"", ""word_2"": ""shocked"", ""idx_1"": 29, ""idx_2"": 32, ""order"": 1}",True,False,,0.0,,2,True,3561.0,,,1.45,275.5,282.0,6.5,0,default,EvaluationTrial,Info,resigned,shocked,29,32,1
{},False,{},3210,2023-12-16 00:22:01,False,,,EvaluationTrial,402,402,True,402,64,59,evaluations,"{""id"": 401, ""word_1"": ""descriptive"", ""word_2"": ""reflective"", ""idx_1"": 11, ""idx_2"": 27, ""order"": 1}",True,False,,0.0,,4,True,3564.0,,,2.634,236.5,243.0,6.5,0,default,EvaluationTrial,Info,descriptive,reflective,11,27,1
{},False,{},3211,2023-12-16 00:22:02,False,,,EvaluationTrial,170,170,True,170,62,58,evaluations,"{""id"": 169, ""word_1"": ""anxious"", ""word_2"": ""happy"", ""idx_1"": 4, ""idx_2"": 19, ""order"": 0}",True,False,,0.0,,1,True,3562.0,,,1.477,347.0,353.5,6.5,0,default,EvaluationTrial,Info,anxious,happy,4,19,0
{},False,{},3212,2023-12-16 00:22:04,False,,,EvaluationTrial,687,687,True,687,42,42,evaluations,"{""id"": 686, ""word_1"": ""pleased"", ""word_2"": ""reassuring"", ""idx_1"": 24, ""idx_2"": 26, ""order"": 0}",True,False,,0.0,,2,True,3570.0,,,5.058,282.0,288.5,6.5,0,default,EvaluationTrial,Info,pleased,reassuring,24,26,0
{},False,{},3213,2023-12-16 00:22:05,False,,,EvaluationTrial,658,658,True,658,62,58,evaluations,"{""id"": 657, ""word_1"": ""joyful"", ""word_2"": ""sad"", ""idx_1"": 22, ""idx_2"": 30, ""order"": 0}",True,False,,0.0,,1,True,3567.0,,,0.584,353.5,360.0,6.5,0,default,EvaluationTrial,Info,joyful,sad,22,30,0
{},False,{},3214,2023-12-16 00:22:05,False,,,EvaluationTrial,704,704,True,704,56,52,evaluations,"{""id"": 703, ""word_1"": ""proud"", ""word_2"": ""relieved"", ""idx_1"": 25, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,4,True,3568.0,,,1.377,360.0,366.5,6.5,0,default,EvaluationTrial,Info,proud,relieved,25,28,0
{},False,{},3215,2023-12-16 00:22:05,False,,,EvaluationTrial,607,607,True,607,64,59,evaluations,"{""id"": 606, ""word_1"": ""happy"", ""word_2"": ""thankful"", ""idx_1"": 19, ""idx_2"": 36, ""order"": 1}",True,False,,0.0,,4,True,3569.0,,,2.603,243.0,249.5,6.5,0,default,EvaluationTrial,Info,happy,thankful,19,36,1
{},False,{},3216,2023-12-16 00:22:07,False,,,EvaluationTrial,62,62,True,62,61,56,evaluations,"{""id"": 61, ""word_1"": ""affectionate"", ""word_2"": ""joyful"", ""idx_1"": 1, ""idx_2"": 22, ""order"": 0}",True,False,,0.0,,2,True,3576.0,,,5.538,249.5,256.0,6.5,0,default,EvaluationTrial,Info,affectionate,joyful,1,22,0
{},False,{},3217,2023-12-16 00:22:08,False,,,EvaluationTrial,79,79,True,79,57,50,evaluations,"{""id"": 78, ""word_1"": ""affectionate"", ""word_2"": ""worried"", ""idx_1"": 1, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,1,True,3572.0,,,2.283,295.0,301.5,6.5,0,default,EvaluationTrial,Info,affectionate,worried,1,39,1
{},False,{},3218,2023-12-16 00:22:08,False,,,EvaluationTrial,34,34,True,34,62,58,evaluations,"{""id"": 33, ""word_1"": ""admiring"", ""word_2"": ""skeptical"", ""idx_1"": 0, ""idx_2"": 33, ""order"": 1}",True,False,,0.0,,1,True,3573.0,,,1.327,360.0,366.5,6.5,0,default,EvaluationTrial,Info,admiring,skeptical,0,33,1
{},False,{},3219,2023-12-16 00:22:09,False,,,EvaluationTrial,344,344,True,344,56,52,evaluations,"{""id"": 343, ""word_1"": ""curious"", ""word_2"": ""relieved"", ""idx_1"": 9, ""idx_2"": 28, ""order"": 1}",True,False,,0.0,,2,True,3574.0,,,3.734,366.5,373.0,6.5,0,default,EvaluationTrial,Info,curious,relieved,9,28,1
{},False,{},3220,2023-12-16 00:22:11,False,,,EvaluationTrial,577,577,True,577,64,59,evaluations,"{""id"": 576, ""word_1"": ""grateful"", ""word_2"": ""reflective"", ""idx_1"": 18, ""idx_2"": 27, ""order"": 1}",True,False,,0.0,,5,True,3575.0,,,2.229,249.5,256.0,6.5,0,default,EvaluationTrial,Info,grateful,reflective,18,27,1
{},False,{},3221,2023-12-16 00:22:12,False,,,EvaluationTrial,807,807,True,807,42,42,evaluations,"{""id"": 806, ""word_1"": ""sympathetic"", ""word_2"": ""thankful"", ""idx_1"": 35, ""idx_2"": 36, ""order"": 0}",True,False,,0.0,,3,True,3584.0,,,14.367,288.5,295.0,6.5,0,default,EvaluationTrial,Info,sympathetic,thankful,35,36,0
{},False,{},3222,2023-12-16 00:22:13,False,,,EvaluationTrial,78,78,True,78,63,57,evaluations,"{""id"": 77, ""word_1"": ""affectionate"", ""word_2"": ""urgent"", ""idx_1"": 1, ""idx_2"": 38, ""order"": 0}",True,False,,0.0,,2,True,3578.0,,,2.61,191.0,197.5,6.5,0,default,EvaluationTrial,Info,affectionate,urgent,1,38,0
{},False,{},3223,2023-12-16 00:22:13,False,,,EvaluationTrial,230,230,True,230,57,50,evaluations,"{""id"": 229, ""word_1"": ""appreciative"", ""word_2"": ""defensive"", ""idx_1"": 6, ""idx_2"": 10, ""order"": 0}",True,False,,0.0,,1,True,3637.0,,,85.406,301.5,308.0,6.5,0,default,EvaluationTrial,Info,appreciative,defensive,6,10,0
{},False,{},3224,2023-12-16 00:22:14,False,,,EvaluationTrial,277,277,True,277,62,58,evaluations,"{""id"": 276, ""word_1"": ""concerned"", ""word_2"": ""pleased"", ""idx_1"": 7, ""idx_2"": 24, ""order"": 1}",True,False,,0.0,,1,True,3577.0,,,1.49,366.5,373.0,6.5,0,default,EvaluationTrial,Info,concerned,pleased,7,24,1
{},False,{},3225,2023-12-16 00:22:16,False,,,EvaluationTrial,456,456,True,456,56,52,evaluations,"{""id"": 455, ""word_1"": ""disappointed"", ""word_2"": ""reassuring"", ""idx_1"": 13, ""idx_2"": 26, ""order"": 1}",True,False,,0.0,,2,True,3585.0,,,12.285,373.0,379.5,6.5,0,default,EvaluationTrial,Info,disappointed,reassuring,13,26,1
{},False,{},3226,2023-12-16 00:22:17,False,,,EvaluationTrial,315,315,True,315,64,59,evaluations,"{""id"": 314, ""word_1"": ""confused"", ""word_2"": ""sad"", ""idx_1"": 8, ""idx_2"": 30, ""order"": 0}",True,False,,0.0,,3,True,3580.0,,,3.524,256.0,262.5,6.5,0,default,EvaluationTrial,Info,confused,sad,8,30,0
{},False,{},3227,2023-12-16 00:22:18,False,,,EvaluationTrial,315,315,True,315,61,56,evaluations,"{""id"": 314, ""word_1"": ""confused"", ""word_2"": ""sad"", ""idx_1"": 8, ""idx_2"": 30, ""order"": 0}",True,False,,0.0,,4,True,3587.0,,,2.822,256.0,262.5,6.5,0,default,EvaluationTrial,Info,confused,sad,8,30,0
{},False,{},3228,2023-12-16 00:22:18,False,,,EvaluationTrial,677,677,True,677,63,57,evaluations,"{""id"": 676, ""word_1"": ""nostalgic"", ""word_2"": ""shocked"", ""idx_1"": 23, ""idx_2"": 32, ""order"": 1}",True,False,,0.0,,3,True,3579.0,,,1.752,197.5,204.0,6.5,0,default,EvaluationTrial,Info,nostalgic,shocked,23,32,1
{},False,{},3229,2023-12-16 00:22:18,False,,,EvaluationTrial,689,689,True,689,62,58,evaluations,"{""id"": 688, ""word_1"": ""pleased"", ""word_2"": ""relieved"", ""idx_1"": 24, ""idx_2"": 28, ""order"": 0}",True,False,,0.0,,5,True,3581.0,,,5.835,373.0,379.5,6.5,0,default,EvaluationTrial,Info,pleased,relieved,24,28,0
{},False,{},3230,2023-12-16 00:22:23,False,,,EvaluationTrial,447,447,True,447,63,57,evaluations,"{""id"": 446, ""word_1"": ""disappointed"", ""word_2"": ""frustrated"", ""idx_1"": 13, ""idx_2"": 17, ""order"": 0}",True,False,,0.0,,5,True,3582.0,,,1.752,204.0,210.5,6.5,0,default,EvaluationTrial,Info,disappointed,frustrated,13,17,0
{},False,{},3231,2023-12-16 00:22:24,False,,,EvaluationTrial,449,449,True,449,64,59,evaluations,"{""id"": 448, ""word_1"": ""disappointed"", ""word_2"": ""happy"", ""idx_1"": 13, ""idx_2"": 19, ""order"": 1}",True,False,,0.0,,1,True,3583.0,,,2.473,262.5,269.0,6.5,0,default,EvaluationTrial,Info,disappointed,happy,13,19,1
{},False,{},3232,2023-12-16 00:22:26,False,,,EvaluationTrial,817,817,True,817,62,58,evaluations,"{""id"": 816, ""word_1"": ""uncertain"", ""word_2"": ""worried"", ""idx_1"": 37, ""idx_2"": 39, ""order"": 1}",True,False,,0.0,,5,True,3589.0,,,6.72,379.5,386.0,6.5,0,default,EvaluationTrial,Info,uncertain,worried,37,39,1
{},False,{},3233,2023-12-16 00:22:28,False,,,EvaluationTrial,674,674,True,674,63,57,evaluations,"{""id"": 673, ""word_1"": ""nostalgic"", ""word_2"": ""resigned"", ""idx_1"": 23, ""idx_2"": 29, ""order"": 0}",True,False,,0.0,,4,True,3623.0,,,50.6,210.5,217.0,6.5,0,default,EvaluationTrial,Info,nostalgic,resigned,23,29,0
{},False,{},3234,2023-12-16 00:22:29,False,,,EvaluationTrial,691,691,True,691,64,59,evaluations,"{""id"": 690, ""word_1"": ""pleased"", ""word_2"": ""sad"", ""idx_1"": 24, ""idx_2"": 30, ""order"": 0}",True,False,,0.0,,1,True,3586.0,,,1.035,269.0,275.5,6.5,0,default,EvaluationTrial,Info,pleased,sad,24,30,0
{},False,{},3235,2023-12-16 00:22:30,False,,,EvaluationTrial,210,210,True,210,42,42,evaluations,"{""id"": 209, ""word_1"": ""apologetic"", ""word_2"": ""pleased"", ""idx_1"": 5, ""idx_2"": 24, ""order"": 1}",True,False,,0.0,,1,True,3593.0,,,6.9,295.0,301.5,6.5,0,default,EvaluationTrial,Info,apologetic,pleased,5,24,1
{},False,{},3236,2023-12-16 00:22:30,False,,,EvaluationTrial,526,526,True,526,56,52,evaluations,"{""id"": 525, ""word_1"": ""friendly"", ""word_2"": ""irritated"", ""idx_1"": 16, ""idx_2"": 21, ""order"": 1}",True,False,,0.0,,1,True,3604.0,,,18.68,379.5,386.0,6.5,0,default,EvaluationTrial,Info,friendly,irritated,16,21,1
{},False,{},3237,2023-12-16 00:22:32,False,,,EvaluationTrial,210,210,True,210,64,59,evaluations,"{""id"": 209, ""word_1"": ""apologetic"", ""word_2"": ""pleased"", ""idx_1"": 5, ""idx_2"": 24, ""order"": 1}",True,False,,0.0,,3,True,3590.0,,,2.331,275.5,282.0,6.5,0,default,EvaluationTrial,Info,apologetic,pleased,5,24,1
{},False,{},3238,2023-12-16 00:22:33,False,,,EvaluationTrial,218,218,True,218,61,56,evaluations,"{""id"": 217, ""word_1"": ""apologetic"", ""word_2"": ""shocked"", ""idx_1"": 5, ""idx_2"": 32, ""order"": 1}",True,False,,0.0,,2,True,3594.0,,,3.268,262.5,269.0,6.5,0,default,EvaluationTrial,Info,apologetic,shocked,5,32,1
{},False,{},3239,2023-12-16 00:22:34,False,,,EvaluationTrial,177,177,True,177,58,53,evaluations,"{""id"": 176, ""word_1"": ""anxious"", ""word_2"": ""reassuring"", ""idx_1"": 4, ""idx_2"": 26, ""order"": 1}",True,False,,0.0,,2,True,3592.0,,,2.238,464.0,470.5,6.5,0,default,EvaluationTrial,Info,anxious,reassuring,4,26,1
{},False,{},3240,2023-12-16 00:22:35,False,,,EvaluationTrial,526,526,True,526,62,58,evaluations,"{""id"": 525, ""word_1"": ""friendly"", ""word_2"": ""irritated"", ""idx_1"": 16, ""idx_2"": 21, ""order"": 0}",True,False,,0.0,,1,True,3591.0,,,1.838,386.0,392.5,6.5,0,default,EvaluationTrial,Info,friendly,irritated,16,21,0
{},False,{},3241,2023-12-16 00:22:38,False,,,EvaluationTrial,500,500,True,500,64,59,evaluations,"{""id"": 499, ""word_1"": ""excited"", ""word_2"": ""happy"", ""idx_1"": 15, ""idx_2"": 19, ""order"": 0}",True,False,,0.0,,5,True,3596.0,,,3.747,282.0,288.5,6.5,0,default,EvaluationTrial,Info,excited,happy,15,19,0
{},False,{},3242,2023-12-16 00:22:39,False,,,EvaluationTrial,545,545,True,545,62,58,evaluations,"{""id"": 544, ""word_1"": ""frustrated"", ""word_2"": ""frustrated"", ""idx_1"": 17, ""idx_2"": 17, ""order"": 1}",True,False,,0.0,,5,True,3595.0,,,1.824,392.5,399.0,6.5,0,default,EvaluationTrial,Info,frustrated,frustrated,17,17,1
{},False,{},3243,2023-12-16 00:22:40,False,,,EvaluationTrial,626,626,True,626,58,53,evaluations,"{""id"": 625, ""word_1"": ""indignant"", ""word_2"": ""sympathetic"", ""idx_1"": 20, ""idx_2"": 35, ""order"": 0}",True,False,,0.0,,1,True,3598.0,,,2.93,470.5,477.0,6.5,0,default,EvaluationTrial,Info,indignant,sympathetic,20,35,0
{},False,{},3244,2023-12-16 00:22:40,False,,,EvaluationTrial,234,234,True,234,42,42,evaluations,"{""id"": 233, ""word_1"": ""appreciative"", ""word_2"": ""encouraging"", ""idx_1"": 6, ""idx_2"": 14, ""order"": 1}",True,False,,0.0,,2,True,3597.0,,,1.433,301.5,308.0,6.5,0,default,EvaluationTrial,Info,appreciative,encouraging,6,14,1
{},False,{},3245,2023-12-16 00:22:40,False,,,EvaluationTrial,545,545,True,545,61,56,evaluations,"{""id"": 544, ""word_1"": ""frustrated"", ""word_2"": ""frustrated"", ""idx_1"": 17, ""idx_2"": 17, ""order"": 1}",True,False,,0.0,,5,True,3599.0,,,1.574,269.0,275.5,6.5,0,default,EvaluationTrial,Info,frustrated,frustrated,17,17,1
{},False,{},3246,2023-12-16 00:22:43,False,,,EvaluationTrial,705,705,True,705,62,58,evaluations,"{""id"": 704, ""word_1"": ""proud"", ""word_2"": ""resigned"", ""idx_1"": 25, ""idx_2"": 29, ""order"": 0}",True,False,,0.0,,1,True,3600.0,,,1.55,399.0,405.5,6.5,0,default,EvaluationTrial,Info,proud,resigned,25,29,0
{},False,{},3247,2023-12-16 00:22:43,False,,,EvaluationTrial,28,28,True,28,64,59,evaluations,"{""id"": 27, ""word_1"": ""admiring"", ""word_2"": ""reflective"", ""idx_1"": 0, ""idx_2"": 27, ""order"": 0}",True,False,,0.0,,4,True,3601.0,,,2.062,288.5,295.0,6.5,0,default,EvaluationTrial,Info,admiring,reflective,0,27,0
{},False,{},3248,2023-12-16 00:22:44,False,,,EvaluationTrial,705,705,True,705,42,42,evaluations,"{""id"": 704, ""word_1"": ""proud"", ""word_2"": ""resigned"", ""idx_1"": 25, ""idx_2"": 29, ""order"": 1}",True,False,,0.0,,1,True,3611.0,,,13.483,308.0,314.5,6.5,0,default,EvaluationTrial,Info,proud,resigned,25,29,1
{},False,{},3249,2023-12-16 00:22:46,False,,,EvaluationTrial,377,377,True,377,58,53,evaluations,"{""id"": 376, ""word_1"": ""defensive"", ""word_2"": ""sarcastic"", ""idx_1"": 10, ""idx_2"": 31, ""order"": 0}",True,False,,0.0,,2,True,3602.0,,,3.061,477.0,483.5,6.5,0,default,EvaluationTrial,Info,defensive,sarcastic,10,31,0
{},False,{},3250,2023-12-16 00:22:46,False,,,EvaluationTrial,120,120,True,120,61,56,evaluations,"{""id"": 119, ""word_1"": ""annoyed"", ""word_2"": ""apologetic"", ""idx_1"": 3, ""idx_2"": 5, ""order"": 1}",True,False,,0.0,,1,True,3609.0,,,8.316,275.5,282.0,6.5,0,default,EvaluationTrial,Info,annoyed,apologetic,3,5,1
{},False,{},3251,2023-12-16 00:22:47,False,,,EvaluationTrial,445,445,True,445,62,58,evaluations,"{""id"": 444, ""word_1"": ""disappointed"", ""word_2"": ""excited"", ""idx_1"": 13, ""idx_2"": 15, ""order"": 1}",True,False,,0.0,,1,True,3603.0,,,1.529,405.5,412.0,6.5,0,default,EvaluationTrial,Info,disappointed,excited,13,15,1
{},False,{},3252,2023-12-16 00:22:48,False,,,EvaluationTrial,142,142,True,142,64,59,evaluations,"{""id"": 141, ""word_1"": ""annoyed"", ""word_2"": ""reflective"", ""idx_1"": 3, ""idx_2"": 27, ""order"": 1}",True,False,,0.0,,3,True,3605.0,,,3.538,295.0,301.5,6.5,0,default,EvaluationTrial,Info,annoyed,reflective,3,27,1
{},False,{},3253,2023-12-16 00:22:51,False,,,EvaluationTrial,405,405,True,405,58,53,evaluations,"{""id"": 404, ""word_1"": ""descriptive"", ""word_2"": ""sad"", ""idx_1"": 11, ""idx_2"": 30, ""order"": 1}",True,False,,0.0,,1,True,3608.0,,,4.251,483.5,490.0,6.5,0,default,EvaluationTrial,Info,descriptive,sad,11,30,1
{},False,{},3254,2023-12-16 00:22:52,False,,,EvaluationTrial,496,496,True,496,62,58,evaluations,"{""id"": 495, ""word_1"": ""excited"", ""word_2"": ""excited"", ""idx_1"": 15, ""idx_2"": 15, ""order"": 1}",True,False,,0.0,,5,True,3606.0,,,2.102,412.0,418.5,6.5,0,default,EvaluationTrial,Info,excited,excited,15,15,1
